1,6.3574595,6.429719,0.1
1,6.641962,6.7331667,0.1
1,7.0469546,7.1431456,0.1
1,6.8239093,6.9217415,0.1
1,6.8031898,6.8224115,0.1
1,6.565717,6.5788097,0.1
0,6.4038463,6.3753576,0.1
0,6.260813,6.193616,0.1
0,6.0357537,5.9441977,0.1
0,6.0086846,5.884953,0.1
0,5.8791738,5.7422147,0.1
0,5.745886,5.620269,0.1
0,5.983931,5.8455467,0.1
0,5.784813,5.6580615,0.1
0,5.74336,5.622063,0.1
0,5.9931054,5.8790627,0.1
0,6.067507,5.981433,0.1
0,5.7431426,5.6084547,0.1
0,5.6400084,5.508613,0.1
0,5.231183,5.0507536,0.1
0,5.0768075,4.897998,0.1
0,5.125606,4.983885,0.1
0,5.4371123,5.285887,0.1
0,5.286244,5.1588593,0.1
0,5.1169086,5.0622096,0.1
0,5.152259,5.142579,0.1
0,4.910554,4.899313,0.1
0,4.9548,4.9352965,0.1
0,4.9848056,4.969163,0.1
0,4.888598,4.8623333,0.1
0,4.8162627,4.805804,0.1
1,4.8551893,4.8748713,0.1
0,4.8715653,4.8488073,0.1
0,4.65953,4.590333,0.1
0,4.544291,4.4691257,0.1
0,4.4995737,4.4323516,0.1
0,4.57799,4.513116,0.1
0,4.4807897,4.4259343,0.1
0,4.4868183,4.4221253,0.1
0,4.3882647,4.3116965,0.1
0,4.2563725,4.1754465,0.1
0,4.3149843,4.246233,0.1
0,4.3077974,4.24617,0.1
0,3.808701,3.7863665,0.1
0,3.610907,3.6053953,0.1
1,3.487943,3.510409,0.1
0,3.566442,3.5220857,0.1
0,3.597349,3.4859648,0.1
0,3.4001408,3.222526,0.1
0,3.3284142,3.099539,0.1
0,3.259352,2.9736748,0.1
0,3.6998003,3.3178215,0.1
0,3.7206016,3.290452,0.1
0,3.1375017,2.715107,0.1
0,3.296565,2.8483047,0.1
0,2.5780644,2.1284952,0.1
0,2.5049405,1.9926759,0.1
0,2.4688792,2.040869,0.1
0,2.5295563,2.2805717,0.1
0,2.5824394,2.4535956,0.1
0,2.288096,2.2508693,1
1,2.417608,2.4738765,0.1
0,2.1388974,2.1144264,0.1
0,1.9461094,1.8951384,0.1
0,1.8785254,1.8059956,0.1
0,1.7503587,1.6679993,0.1
0,1.6765873,1.5883458,0.1
0,1.9440526,1.838127,0.1
0,1.963009,1.8694348,0.1
0,1.7251588,1.6432713,0.1
0,1.642192,1.5864251,0.1
0,1.7224973,1.676894,0.1
0,1.8291069,1.7855085,0.1
